age,education_level,years_experience,job_level,gender,industry,city,hours_per_week,remote_ratio,salary
39,1,24,4,2,0,3,53,100,81253.88518231065
38,3,27,4,2,0,4,32,100,90109.34416973623
58,1,27,2,2,4,0,44,50,77865.13752062786
31,4,30,5,1,3,1,53,0,101744.53729950803
34,1,35,1,0,3,0,43,100,88212.45718663972
50,1,24,5,0,3,0,30,0,87895.73484299642
33,1,36,2,1,0,3,39,0,89795.41468009146
30,1,37,1,2,2,1,42,100,86511.25855402774
45,4,11,1,0,3,4,55,0,54121.92535004476
46,5,36,1,1,2,0,52,0,95583.22277067923
30,1,36,5,2,4,3,41,100,105295.15071891258
57,3,30,2,2,0,3,30,0,86586.49789652604
53,4,17,5,2,3,1,31,100,83939.3985037885
38,5,25,5,2,0,2,56,50,94991.29405477073
25,1,5,3,2,4,2,40,0,50267.12999751777
57,5,8,4,2,0,4,41,100,67914.02297394932
47,3,10,5,2,1,3,57,50,72050.17856614583
20,4,30,3,2,3,2,30,0,92318.25480252328
54,4,1,2,2,0,0,39,100,44091.038181860364
59,5,28,3,2,0,4,32,0,90953.35558604237
27,1,4,5,1,0,0,38,50,59654.98093341384
26,2,22,2,0,4,2,46,0,69483.66600968082
30,4,35,3,1,3,3,48,100,100758.86760104021
58,2,6,5,0,3,2,47,0,67681.3053428586
23,4,12,2,1,1,4,34,0,61202.47699885921
44,1,9,2,0,1,4,57,0,53583.49748264376
31,1,35,4,0,0,0,36,50,98720.75977292669
45,4,15,5,0,3,0,44,50,80967.43976246314
57,5,14,4,1,3,4,35,0,74484.79063660381
31,1,18,2,0,0,0,55,50,60919.66984444619
56,1,20,2,2,2,1,34,50,65722.35708507702
43,3,34,3,0,3,4,58,100,95602.31105365614
35,1,14,4,1,0,0,48,50,66682.36253563222
32,3,13,1,1,0,2,42,50,56556.27333847357
44,1,28,5,2,2,3,36,50,93331.88646728914
23,1,4,4,0,1,1,57,0,51820.13026557171
30,5,17,2,1,0,1,54,0,69658.15031121374
51,5,0,3,0,3,3,31,50,49036.09511731468
26,1,26,5,2,1,3,35,100,90396.21226522174
30,4,26,5,2,1,2,44,50,99898.95456378337
47,4,24,3,1,1,3,57,100,85976.0842438488
42,1,20,2,0,0,1,34,100,61760.478899082256
42,4,13,1,2,3,2,54,50,56554.777739765224
47,1,19,3,2,2,3,53,100,72083.2377616393
45,5,27,1,1,4,2,54,100,80801.22405219074
44,2,20,4,2,4,5,52,100,77861.9702515864
48,3,22,5,1,1,0,34,50,85658.44555611772
38,4,10,2,2,4,3,33,100,59619.44404308512
52,4,1,1,2,4,0,59,50,40178.63975150888
55,5,19,2,1,0,1,42,0,69301.99253528175
33,4,23,4,1,2,2,53,50,81828.15386080464
33,1,24,1,0,4,1,47,0,68884.34348426195
54,1,36,2,2,2,2,30,0,92763.57262685694
49,2,21,2,0,4,3,32,50,70355.3528982648
47,2,23,4,0,1,4,36,0,87234.485388557
36,2,14,3,1,1,3,30,50,65849.59630152812
22,1,11,4,2,2,2,50,50,62985.35915921972
35,2,30,1,1,2,4,43,100,80074.81429635387
49,2,30,1,2,2,4,44,0,76524.65019114858
48,1,29,5,1,2,3,45,50,94220.78973184756
34,5,19,2,2,3,1,34,50,70981.49436349595
44,4,7,1,0,1,3,32,0,50053.32493000079
57,3,29,3,2,4,2,56,0,91349.11318657428
42,1,20,4,1,2,2,34,0,77466.61178847244
44,3,39,1,2,4,1,53,50,90348.17524088512
26,3,27,1,2,1,0,54,0,79528.66062923666
41,2,38,5,2,2,1,57,50,105270.19013422742
36,3,16,5,2,0,0,58,0,80148.98797289695
37,4,11,5,0,2,2,51,100,73291.71039724562
29,4,17,1,1,4,3,30,0,62773.21323631126
26,4,2,4,1,2,3,42,50,56043.362463347534
57,4,14,4,0,1,0,50,50,76820.50640990397
46,2,15,4,0,3,3,47,100,71549.35597683769
52,1,21,3,2,0,2,30,100,73528.79119367037
20,3,30,1,1,3,2,58,0,79931.3784933122
53,1,30,2,1,0,2,48,50,80538.78215650405
23,3,0,1,1,3,1,56,0,37164.30525163451
36,2,10,4,0,1,2,55,50,64225.26821039111
23,2,5,3,0,1,1,50,50,52725.62515852481
45,5,22,3,2,3,4,54,50,85457.12175138014
23,5,8,1,1,4,0,52,50,50620.48823596448
20,2,15,2,1,3,4,35,100,65168.64709272663
26,2,37,4,0,2,4,38,50,104839.9351039098
49,3,18,3,2,4,1,43,100,72932.77556326777
28,2,12,4,2,1,1,59,100,67832.1027657489
54,1,31,4,2,3,0,51,0,94636.63653220508
27,3,35,4,0,4,0,40,0,104530.4415569394
43,2,8,5,1,2,0,33,100,69373.56335409523
38,3,36,4,2,0,2,36,100,103536.00306789116
55,3,30,4,2,1,2,58,100,92273.8060570961
46,4,30,2,1,4,0,47,50,86203.56407630604
51,5,18,2,2,4,1,47,50,71459.90284457056
33,3,1,5,0,4,4,35,100,54843.0360352463
37,3,31,5,2,3,0,58,100,101555.04377694859
47,4,33,4,1,1,0,34,100,100049.36341985148
48,2,0,3,0,1,4,35,0,40956.45928531414
35,3,20,3,2,3,3,31,0,77284.76287777549
54,4,2,1,1,3,0,31,50,43036.99234484721
50,1,26,3,1,3,0,30,50,80030.49784205327
23,4,6,3,1,2,2,47,0,59259.583264357665
56,5,32,2,1,4,4,59,50,94925.09329864118
36,5,8,1,2,2,0,56,50,50040.87892428117
58,2,29,1,2,1,0,39,100,77566.16245470566
45,2,17,2,0,3,3,36,100,63109.13035738868
58,5,25,3,0,4,4,31,0,88083.48966450694
23,5,19,3,1,0,0,48,100,77897.75863705315
49,3,37,1,1,4,3,56,50,95036.21226936497
49,5,30,3,0,0,0,58,100,92094.19216036865
41,2,7,1,2,4,1,51,50,42693.390043976135
30,5,22,3,2,3,3,51,0,83375.21475494158
21,2,24,4,2,0,1,39,100,85321.0397596067
31,1,0,2,1,0,0,56,0,35205.293635609414
49,5,17,5,0,1,3,54,100,84101.62411660934
55,2,18,4,0,4,4,41,100,75334.19051506801
37,4,5,3,0,2,2,56,100,53571.58108392833
45,3,16,5,2,2,0,41,0,78815.60038143849
26,2,7,4,0,1,3,44,100,59274.799905827356
20,5,8,2,0,1,1,47,50,56137.28633645184
45,5,36,5,2,1,3,52,100,112559.3512164319
42,1,26,5,1,3,4,30,100,91673.2601347093
45,4,35,2,1,3,3,35,50,93259.80642807548
25,2,5,4,2,3,1,38,0,57047.49775556574
25,4,5,5,0,3,0,53,0,65155.01509329637
27,1,3,2,1,1,1,35,50,38588.92008614872
43,3,21,4,1,1,1,58,100,80227.60567646626
41,4,39,3,1,3,1,35,50,101144.32926482
38,1,26,1,2,3,2,35,50,72796.94137722449
56,2,36,3,1,0,0,45,100,97413.34102585394
37,3,1,3,0,4,2,44,50,48152.66844735685
50,5,8,1,2,0,3,37,0,53589.60135710493
56,1,10,3,2,4,0,58,0,55005.1968400589
49,5,19,3,1,3,0,31,0,77385.64803247082
52,3,38,2,0,3,3,40,50,96924.7144420889
29,1,13,2,2,3,3,38,100,58493.913715344366
56,1,25,4,1,0,1,45,0,85502.80369659395
31,3,37,5,0,1,0,55,100,110527.09025926814
49,2,29,4,0,4,4,53,100,95549.64034922775
46,1,35,2,2,0,1,31,0,85991.25910521048
58,3,37,2,1,3,0,59,50,97769.03263521896
28,4,34,1,0,1,3,40,0,87566.1358905857
40,5,5,1,2,0,3,53,50,45576.69597243968
31,1,2,2,2,4,4,46,100,43523.473753283186
48,4,0,3,2,3,0,35,0,52525.11139068246
52,1,17,4,2,4,2,35,0,76529.93889158498
34,2,22,2,2,3,1,54,50,71089.84635563564
21,3,31,2,0,3,0,38,50,86825.52512527198
58,1,28,1,2,2,2,50,100,75179.35589044097
37,3,22,4,1,4,3,30,0,85923.80835793383
22,1,35,4,1,1,3,41,0,96601.65770159684
26,2,5,5,0,3,2,59,0,63087.00979922651
37,2,16,2,2,1,2,40,50,60847.80937906062
57,4,17,5,2,0,4,46,50,82902.70406410654
56,2,30,1,0,3,0,36,0,79011.78056389648
52,3,5,5,2,3,3,56,50,63220.573806269844
50,2,33,3,2,3,1,56,100,91661.27827951142
30,1,26,2,1,1,3,33,0,75195.82606393486
23,2,35,2,2,2,0,38,0,92093.57270463408
37,3,24,4,0,4,2,48,100,87306.41301715096
23,1,9,5,1,3,4,44,0,66943.84797316071
53,4,38,4,0,4,3,35,0,106915.34247458502
48,4,38,5,0,4,4,54,0,116338.99176367527
43,4,11,5,2,4,2,33,0,77331.13066436719
41,1,10,1,2,1,0,34,50,48995.34302474483
21,4,2,5,1,4,3,50,100,56801.88729958921
25,2,21,4,0,0,0,42,0,80783.3817009418
44,1,3,5,0,1,1,34,50,56643.611290424924
40,1,7,5,2,1,0,31,0,61047.34417989176
35,1,13,2,0,0,2,40,50,58639.38514318208
50,5,19,2,0,2,2,47,50,74696.3534358298
33,3,23,2,0,2,1,44,100,75993.89150782912
58,5,13,3,0,3,0,46,50,67664.2851106688
47,5,27,2,0,2,2,59,0,85586.14715659396
51,5,15,3,1,3,2,58,100,74939.38659596832
47,3,31,3,0,4,2,46,100,95780.60382650021
28,5,11,4,0,3,2,49,0,70737.55654448131
41,4,15,2,1,2,4,48,0,64429.77962533351
51,1,18,5,2,3,3,49,100,79802.4904800961
24,1,4,1,2,1,4,45,50,35705.323096682274
42,2,11,5,1,2,2,40,100,66313.9837244521
24,4,28,2,1,3,0,57,100,84317.22831737234
51,3,4,5,2,2,4,57,0,63015.42570289748
29,1,16,2,0,0,1,51,0,59342.95303607713
58,5,7,2,0,2,3,56,0,56678.358050575305
34,2,39,5,1,0,0,46,100,111665.63058145554
26,2,39,3,0,3,4,37,100,103450.42117741152
48,1,29,4,1,0,3,37,0,91562.39553823812
22,4,9,4,2,2,4,52,100,68507.0476603843
38,2,19,4,0,1,1,41,0,75906.25588361529
29,1,15,4,2,0,2,44,100,67743.94089088748
47,4,15,1,0,5,1,56,50,58301.38138882515
48,1,2,2,0,1,2,56,0,40666.91422728826
34,1,22,1,0,4,3,33,50,67508.39905302695
54,4,21,4,1,0,4,37,0,86648.36921286899
25,4,27,4,2,0,4,54,0,91361.71928151012
31,4,35,5,1,3,1,44,100,110861.0768864286
57,1,3,4,1,4,0,34,0,53742.14837217653
32,2,37,2,2,3,3,51,50,95299.11033778354
48,3,23,4,2,3,2,39,50,82681.20533459506
38,3,18,4,1,2,3,53,100,81609.33669866782
22,1,10,1,1,3,1,50,0,49359.6808153821
27,1,39,2,1,0,4,57,0,95315.49163974564
27,2,39,3,2,3,2,49,100,102266.6083703582
39,4,38,5,1,1,2,53,0,115247.69557205499
23,1,17,3,2,0,2,59,0,70195.54179129374
40,5,11,1,1,2,2,48,50,55451.99783076056
22,4,13,4,2,3,3,44,50,75564.273359983
42,5,11,2,0,1,1,38,50,63846.27154781164
35,2,39,5,0,0,4,35,0,112225.50915801716
32,5,26,1,2,3,4,59,0,80125.26430557221
22,1,5,4,2,1,3,38,50,53411.589613757955
28,3,23,1,0,3,1,37,0,69902.14937963666
33,1,32,2,2,0,0,45,100,85525.9107253257
32,3,15,3,2,4,2,57,100,69297.69504768509
26,2,11,4,0,1,4,54,0,61924.32145432765
34,2,30,4,1,2,2,39,0,92738.98375697291
26,4,36,1,2,3,4,59,50,93930.98345450738
57,4,12,1,2,0,0,38,50,54397.322965776366
53,3,7,1,1,0,4,37,100,48809.47392466439
41,3,37,4,1,2,0,54,0,105243.40888159465
43,2,2,1,2,4,4,43,0,37316.48878349353
56,5,19,5,2,3,3,52,50,87768.97565159155
20,3,3,5,1,4,2,36,0,63278.443658784716
29,3,1,5,2,0,1,40,50,61506.79081807539
35,5,35,4,1,1,1,49,50,106071.63836661282
27,4,22,1,1,4,4,45,0,71270.80278364973
44,4,18,2,2,1,1,46,50,67961.37192251497
31,3,39,1,2,2,2,52,100,92682.56010597058
44,4,7,4,1,0,3,37,50,65596.5108969849
36,4,15,5,2,1,3,41,100,80383.97519369167
45,4,17,4,1,3,0,54,0,78659.68689488932
33,2,35,1,0,0,1,46,0,87172.91337826817
55,1,23,4,0,2,2,54,0,80201.3122749184
42,3,0,2,1,3,1,44,0,38243.98622469186
25,3,0,4,1,0,2,36,0,48889.88238693163
24,2,35,3,2,4,0,52,50,95255.11280888606
44,1,10,4,1,0,1,48,0,64736.355321334006
37,1,17,1,1,3,3,46,0,58108.515587589536
32,2,15,3,2,1,0,52,0,66474.66533035667
33,5,16,5,2,1,1,42,100,81213.437965917
47,5,23,1,0,0,3,55,50,71700.73980436886
37,1,33,2,1,0,3,37,0,85208.47331619894
47,5,3,4,1,2,2,51,0,58999.19329333834
46,5,34,4,0,4,3,43,50,104499.28601777116
51,5,14,1,1,2,4,52,100,59375.43803387386
28,1,1,4,2,2,1,54,0,47418.05017443066
59,5,30,4,1,1,1,37,100,98619.65755250283
51,3,8,5,2,1,2,43,50,67565.0168019328
39,1,9,4,1,3,3,34,0,60862.32093493771
47,2,24,4,0,2,2,41,50,86526.51959016302
52,5,4,5,2,3,4,56,0,63817.5231633469
23,4,13,4,2,0,2,49,0,72377.68770428622
53,1,37,5,0,3,1,40,0,111549.47513217344
22,2,39,2,2,1,2,33,0,96815.83014150418
45,3,1,4,0,2,1,49,50,52450.69446418122
27,2,17,1,1,1,0,31,0,57732.354031260234
25,5,28,3,0,0,4,39,100,93350.61351387881
35,4,19,2,1,4,4,39,0,70121.81065966247
43,5,7,4,2,2,1,36,50,69527.25646040446
58,2,36,1,2,1,0,53,100,86984.6079757531
49,1,25,3,0,4,3,41,0,78844.7751886346
32,4,36,5,1,0,2,52,50,112587.95515906552
24,4,3,4,0,4,3,45,50,62510.87066909905
44,2,32,5,2,1,0,59,0,99482.59751687887
39,5,21,2,2,1,4,56,100,78618.59639465967
37,2,5,3,1,0,3,39,50,52200.49355228128
37,4,32,3,1,0,0,37,50,92036.80658860084
21,2,27,5,2,4,4,56,100,93987.51807664224
29,4,23,5,2,4,3,56,0,92645.92707459313
31,5,3,2,1,1,4,54,0,49611.1868516545
32,1,1,1,2,0,1,37,0,36188.66150572528
30,1,12,4,0,3,4,34,0,63321.191218643275
38,2,10,1,1,0,4,33,100,46391.880114089916
54,4,34,3,1,2,0,50,50,95539.00796694095
58,1,38,4,1,2,0,41,0,106075.95477024249
45,4,9,2,2,0,2,40,50,58456.43482731975
33,5,9,1,0,4,0,44,50,53524.99386702724
43,2,7,1,1,2,1,42,100,42917.68593678994
20,4,4,4,0,1,1,30,50,58862.439348592925
41,2,22,2,2,1,4,34,0,77829.94032082656
42,4,33,2,2,1,0,35,50,92430.90137316691
38,4,31,1,1,0,2,42,0,85283.1855391195
37,5,15,1,1,2,0,54,0,58725.98290584435
31,2,3,5,1,4,2,54,0,59400.00240592483
47,3,27,4,1,1,4,39,50,92959.81802854533
47,4,13,2,0,4,1,59,100,61366.15216650925
52,4,11,3,1,1,0,41,50,64076.92607060895
38,1,20,4,0,0,0,32,100,78015.67544602342
47,2,15,5,2,1,1,58,100,75988.96173896093
56,3,1,4,2,0,1,58,100,54770.464730129344
45,5,22,1,0,2,3,40,50,70361.69981822603
54,3,28,4,0,2,3,53,100,93200.9464054666
53,5,8,4,1,4,3,53,100,68128.65599563278
54,3,6,4,1,1,5,54,100,60210.4969141916
59,3,28,3,1,2,3,44,0,85826.58495651027
35,2,16,5,2,3,0,46,100,79826.4738502111
57,1,8,4,0,3,1,34,0,56164.588175118224
32,3,5,4,0,5,0,34,100,56716.53135988015
42,4,19,3,0,2,1,52,50,76471.51146069424
41,4,9,2,0,0,4,40,0,57534.17913073477
35,4,8,4,1,3,0,37,100,63294.376618587834
47,1,11,4,1,2,1,40,50,60233.02889511097
54,3,32,2,0,0,2,52,0,89850.57531815511
27,5,31,4,1,1,1,51,50,97946.8997376805
41,5,33,4,2,2,4,49,100,105105.32471444394
40,2,18,4,2,1,1,44,100,76780.9820981159
45,1,32,5,2,3,4,38,100,103252.87392240671
59,3,15,1,2,1,3,47,100,59645.76900552629
40,4,22,5,0,3,0,35,0,89967.56901188316
44,1,25,2,0,4,4,55,0,74886.35396542227
20,1,36,5,1,4,2,35,0,107819.18755844737
25,3,8,5,0,3,0,40,100,68658.59489826161
42,2,29,3,2,0,1,49,100,87268.1550510603
42,2,12,2,2,4,1,58,50,59554.837523208196
42,2,15,2,1,0,4,32,50,59375.708432431136
51,4,1,2,2,0,2,40,0,41472.87381656739
49,4,30,5,0,0,4,59,100,99042.13383994353
32,3,18,2,1,2,2,32,100,70881.23613555933
37,2,10,3,1,2,4,47,50,57347.894349161084
42,3,13,4,1,0,3,32,0,69843.62081637389
34,2,24,5,2,3,3,49,100,90237.87290313542
52,1,6,4,2,4,3,39,50,54497.35231528405
40,5,14,4,0,1,4,33,0,78381.11038722972
58,5,29,5,1,2,5,59,0,105805.66705923065
42,2,30,5,2,2,1,55,0,100226.43817410032
46,3,23,2,1,1,0,59,50,75385.59739888966
37,4,24,3,0,0,1,52,100,82816.94967281239
43,2,7,5,1,1,2,33,50,62301.56282711915
59,2,29,4,0,0,3,54,100,92959.40570469329
26,4,35,5,1,2,3,53,100,109377.34308831992
39,2,13,3,1,1,1,30,100,64604.30347788891
46,1,28,1,1,3,3,55,0,72025.77960937671
25,4,26,4,0,4,0,46,100,89142.35590558601
46,1,35,1,0,4,4,58,0,86373.38579977518
28,5,33,1,0,4,3,35,50,89177.21031076563
50,4,20,3,0,1,3,33,100,79242.8224734699
40,4,37,5,0,0,2,55,50,115433.60697820943
45,3,10,1,2,2,4,51,50,50101.130608286054
59,3,32,2,1,4,1,38,100,85348.78017557216
32,4,14,5,0,1,4,39,100,82884.63713613956
42,5,11,4,2,4,4,34,0,75034.88430778556
39,2,23,5,2,0,1,37,100,89229.21366803888
56,3,36,3,1,3,4,47,0,99511.40216188668
47,5,10,3,1,3,2,53,0,63776.34138879963
36,5,18,4,1,2,0,37,100,82848.4949471972
47,3,0,4,0,3,4,47,100,52315.591197559086
21,2,16,4,1,3,0,36,100,72853.77645700773
44,3,39,3,1,1,2,37,0,102930.92717995301
25,5,15,5,1,1,2,36,0,84495.71888157885
30,1,25,1,2,2,4,51,0,68191.56278908324
57,3,14,1,0,2,3,48,0,59007.81424694824
25,5,7,2,1,1,4,40,0,54892.43228285661
30,3,29,3,2,3,0,40,100,92826.24544227545
33,5,13,4,0,0,2,32,0,72338.13446000642
21,2,32,5,1,3,0,53,100,105386.88497635657
59,5,6,3,2,3,0,49,0,58815.164526348344
22,4,17,2,2,0,1,42,0,68650.91099239526
54,1,11,1,1,2,2,55,100,47150.1925622992
52,5,1,5,1,1,2,53,50,60006.55932046975
43,3,28,1,2,2,0,59,50,75926.6128261305
38,3,20,5,1,2,2,58,0,84325.54285428805
37,5,6,4,2,2,4,39,100,64902.21917190779
43,4,26,5,2,1,1,35,50,100323.5417233582
54,5,11,4,2,2,4,32,50,73412.2877361531
20,2,19,3,0,2,3,57,100,72383.74304138681
55,4,13,1,2,4,3,39,50,57042.12816033714
53,1,22,5,1,4,3,30,0,85606.30641971155
44,4,29,2,0,1,5,41,0,85534.95310978725
35,5,30,1,2,0,3,33,50,86557.84791913896
53,1,9,3,1,0,0,53,100,56047.72545568141
48,5,18,4,2,4,2,49,100,83294.92626802858
38,2,18,3,2,4,1,53,0,74324.3463526973
42,3,22,2,1,4,0,58,0,71915.87151069641
38,5,31,3,2,3,0,53,0,94241.15310902188
44,4,19,4,0,1,0,40,0,82770.68412116093
35,5,3,1,1,2,4,30,50,45484.84798103896
28,5,32,2,1,4,2,58,0,90976.94672361751
20,5,0,5,1,3,0,45,50,63362.37464658685
38,5,12,5,2,0,2,35,0,78969.12890969291
52,4,2,1,2,0,0,56,100,39621.580448941895
53,4,11,3,1,0,4,44,50,64158.72065252502
35,5,28,5,0,4,0,39,100,98050.80163268177
59,3,30,2,2,0,3,53,100,86624.47357201525
37,5,35,4,2,0,4,37,100,105103.49091448328
53,4,1,3,2,0,0,46,0,48816.434769239524
44,2,21,4,0,2,0,53,100,80353.29714053142
25,5,21,3,2,0,0,42,100,85316.79402569255
40,5,30,2,2,3,3,38,100,92750.49725087319
25,5,13,4,0,4,3,56,50,70148.5022297964
51,5,28,2,0,2,0,59,0,85276.04555337779
58,1,34,4,2,2,3,35,100,98698.70894273173
50,5,8,3,1,4,0,58,0,62016.243568299775
29,4,31,2,1,0,3,52,50,91935.68676468063
49,4,26,3,0,0,2,51,0,84981.82761608626
37,1,9,3,2,1,0,50,100,55151.82094224294
43,5,24,4,0,0,0,46,0,89358.47976385393
28,3,32,4,0,3,1,31,0,99336.32795244588
50,5,10,2,1,0,1,55,0,59184.374198746635
34,4,36,5,0,4,4,47,0,113509.67660033256
23,2,8,1,0,0,2,56,0,44930.33085553359
59,2,6,4,2,4,2,54,50,56592.263288043236
28,3,6,3,2,2,4,45,100,59934.79858286102
28,5,33,1,0,1,1,35,0,92229.17171357998
45,1,18,2,0,2,5,32,0,66245.06835229957
23,5,19,1,2,4,1,32,100,67242.15298058854
36,3,24,1,1,1,0,43,100,69927.46630092866
35,3,4,5,2,2,4,39,100,57949.868781291625
34,3,28,5,2,0,3,39,100,98595.35647949838
54,2,26,1,2,0,1,31,0,74288.20744379853
24,5,24,5,2,1,0,36,100,94240.365390539
24,5,36,5,2,2,3,43,50,114854.53124054363
39,1,14,1,1,3,3,46,0,49452.75299361996
34,3,3,4,2,3,2,46,50,61584.104469155456
37,3,13,5,2,3,1,59,100,73489.38871638132
21,4,16,1,1,2,0,39,50,60142.506278709254
48,4,20,4,0,2,1,32,0,81434.43624755608
32,2,15,5,1,2,0,46,0,78535.78542116881
23,5,25,1,2,4,1,42,0,79022.46647135729
29,1,8,5,0,3,3,56,0,64335.71381095541
50,1,1,4,1,3,2,59,50,53454.60087691892
27,3,14,1,0,3,4,45,0,57662.007457917185
22,1,34,4,1,4,1,32,0,98754.60053666653
28,3,23,3,1,4,3,44,0,81781.10903572316
49,5,37,2,0,2,4,57,100,99514.6514969606
30,1,13,3,0,3,4,54,50,58230.19965124327
54,3,36,5,0,3,4,36,100,109396.0137299705
56,5,36,4,0,0,3,42,0,105499.59472049732
32,5,5,1,2,0,0,54,100,49361.93652537462
55,3,17,4,1,0,4,36,0,77150.58222324014
32,3,21,5,2,4,5,40,100,85719.39023598206
31,2,17,1,1,2,0,43,0,58733.721786134556
56,5,1,3,2,1,3,54,0,52483.96857649948
29,3,31,4,2,3,4,40,0,98706.01611297812
28,5,16,2,2,0,3,58,100,69459.02192272521
26,1,0,5,2,3,3,48,0,48861.41831428835
21,4,8,5,0,3,4,36,100,66476.63081032204
42,4,12,4,0,3,3,51,0,70221.39215735473
58,3,35,3,2,2,2,31,50,99855.29167164606
59,3,36,3,2,3,2,51,0,99260.15301543367
58,5,29,2,1,2,1,32,50,90461.5120432049
40,3,30,2,1,1,4,31,0,89336.8016734601
42,5,22,4,2,1,4,50,0,86755.30080588101
48,3,27,1,1,4,4,34,0,73413.78909511617
33,5,9,3,0,3,1,56,0,65490.43199076836
45,3,24,1,0,0,2,47,0,77438.43363773823
24,2,35,1,0,4,2,45,100,86460.6378048646
50,5,25,4,1,4,4,32,100,91168.67377206296
44,2,25,2,1,1,3,53,100,79097.83499149462
50,2,12,1,1,0,0,44,50,52998.205099240455
39,2,16,4,1,3,0,50,0,73307.10870165301
36,2,39,2,2,3,4,53,0,97148.60873672523
21,1,3,1,2,5,4,55,0,36497.146016010745
44,4,22,1,2,2,2,49,50,69186.22581473314
32,1,34,2,2,1,2,49,50,92498.49101160551
58,3,10,2,0,0,3,42,50,54647.873833412195
47,3,11,5,1,2,2,35,50,66110.47262520825
25,4,8,5,0,0,0,55,100,69817.22350807862
22,4,14,4,1,3,0,45,50,74965.82403741371
54,4,36,4,2,2,2,40,50,110306.10316574715
37,2,4,3,0,0,0,59,50,49114.9705974371
30,1,18,5,1,3,0,43,50,76385.03882737664
39,3,10,2,2,0,0,44,100,58430.88617408804
24,1,8,5,1,2,0,50,0,62499.721746031435
38,1,34,4,1,3,1,34,50,99144.08341749242
41,1,26,4,2,0,4,54,100,83899.62080892597
38,4,12,4,0,4,3,35,100,69129.0643298734
35,4,11,2,1,2,1,59,100,58637.46493276177
43,3,8,1,2,2,3,44,0,45491.26458683926
23,3,27,4,1,2,1,48,50,88234.81623642788
34,3,12,5,1,3,1,40,0,72794.32369976133
44,1,19,1,1,2,3,49,100,60598.95898075807
54,4,12,5,0,0,4,54,0,80962.2127863645
33,2,26,4,0,4,2,35,100,88509.12506934431
38,1,25,2,0,0,1,40,100,74667.2669943954
57,5,28,1,0,0,4,59,50,82328.92307935924
55,1,28,1,2,2,2,37,100,74875.34293729856
49,5,8,4,1,4,1,52,0,69210.59880084374
38,1,23,4,2,4,2,41,100,82149.6396781288
44,4,18,3,1,4,4,46,50,74705.49706072091
35,4,37,2,0,1,2,30,0,96644.30757729233
59,2,30,2,1,4,3,39,50,84926.78713259142
27,1,38,4,1,2,2,43,50,106361.25951869001
37,4,14,3,1,4,0,36,50,70543.9221346204
47,3,31,4,1,0,1,58,50,96516.0857173678
35,4,28,4,0,1,4,47,100,95025.37076349801
38,2,33,2,1,0,4,38,100,91973.94683795344
36,4,8,3,1,2,1,59,100,62050.49410018291
32,1,34,2,1,2,1,57,50,89106.0419253252
26,1,5,4,1,4,0,45,0,53228.02165373719
46,5,36,5,0,2,0,39,0,114931.01128307907
29,1,13,1,1,1,4,41,100,55040.70642013643
53,5,8,4,2,0,2,38,0,67243.85451764382
55,3,18,3,2,2,1,43,100,67738.46413639336
44,2,22,5,1,2,0,57,50,90904.10886699744
25,3,27,3,1,1,0,31,100,88397.65551977298
43,5,15,4,0,3,0,54,0,75966.16247609572
37,4,25,4,2,3,2,54,100,90196.63678638967
42,4,37,1,0,1,4,39,100,93035.69268060008
25,3,39,3,2,2,4,51,0,103690.9691629272
48,4,24,5,2,1,0,50,100,93841.10422061611
44,5,34,1,2,1,2,39,100,92558.3727683988
36,2,4,3,0,3,2,31,0,53273.57873300909
43,1,6,4,1,4,4,35,100,54683.03291963625
30,5,22,1,2,2,1,40,50,74782.72223648109
45,5,24,4,0,0,0,38,100,89334.7115463158
53,1,0,2,2,1,2,32,0,39373.44451933698
47,1,21,2,1,3,1,48,50,69228.92384889959
22,2,3,1,1,4,3,40,50,38413.348764987306
30,2,27,1,1,2,0,33,0,73964.637884332
57,2,13,3,0,1,3,44,0,65776.18819211135
33,4,32,5,1,3,4,55,100,103287.24803587876
45,5,3,5,0,1,4,56,50,66771.4812433076
40,1,10,2,2,0,4,41,50,50876.38002596129
58,5,38,2,1,2,2,33,50,103588.99276365392
49,5,31,2,0,2,2,44,0,91822.69437480831
27,2,3,4,0,2,1,46,100,51244.58898776112
39,2,0,5,0,2,3,47,0,53313.38016365459
51,5,25,1,1,3,4,51,50,75712.96259121176
41,2,32,2,0,0,4,34,100,84270.02908161742
26,4,16,3,1,1,2,39,100,72744.55893573466
28,1,26,1,1,3,2,49,0,67605.22652211072
20,5,4,1,2,4,2,55,50,44474.62530032638
48,1,6,1,2,2,0,38,50,41790.31898290591
23,2,7,2,2,1,3,41,100,51951.41825404016
54,3,33,3,0,2,0,37,50,99662.6602627199
22,4,3,4,1,2,4,57,0,60692.112166592815
59,3,11,3,2,1,1,40,100,63467.76875768269
26,1,30,3,0,0,1,33,0,86689.8805171024
46,5,10,3,1,3,4,38,100,65242.39337121188
20,2,36,4,0,0,1,33,0,106335.54732057262
46,4,35,3,1,1,2,47,50,97933.98400936458
35,2,21,3,2,2,3,43,100,71923.46717286287
57,3,0,2,0,2,2,43,0,40554.59843782724
26,3,3,2,2,0,1,51,100,45986.915353380806
42,5,35,2,0,4,1,58,100,99559.73455031075
30,3,7,1,0,3,3,57,50,48392.9507438231
52,5,24,3,0,2,2,59,100,89059.14270850767
55,4,27,5,0,1,3,54,0,98553.74250259052
